#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
SPG7--CHD2	1	SPG7	9780	chr16:89513037:+	CHD2	71710	chr15:92945821:+	ONLY_REF_SPLICE	m64139_220127_180020/79823533/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr15]"]	0.226	1.0	True
SPG7--RFTN1	1	SPG7	26514	chr16:89532636:+	RFTN1	60730	chr3:16434037:-	ONLY_REF_SPLICE	m64139_220127_180020/86049783/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr3]"]	0.226	1.0	True
SPTBN1--RTN4	1	SPTBN1	8427	chr2:54558887:+	RTN4	62227	chr2:55028220:-	ONLY_REF_SPLICE	m64139_220127_180020/68289530/ccs	0.226	["ChimerSeq","INTRACHROMOSOMAL[chr2:0.30Mb]"]	0.226	1.0	True
SREBF2--SEMA4A	1	SREBF2	5702	chr22:41871035:+	SEMA4A	42445	chr1:156172826:+	ONLY_REF_SPLICE	m64139_220127_180020/172493369/ccs	0.226	["INTERCHROMOSOMAL[chr22--chr1]"]	0.226	1.0	True
SREBF2--UBC	1	SREBF2	1254	chr22:41833358:+	UBC	32778	chr12:124913774:-	ONLY_REF_SPLICE	m64139_220127_180020/161024292/ccs	0.226	["INTERCHROMOSOMAL[chr22--chr12]"]	0.226	1.0	True
SREBF2--WHAMMP1	1	SREBF2	5702	chr22:41871035:+	WHAMMP1	32053	chr15:32533368:-	ONLY_REF_SPLICE	m64139_220127_180020/138611522/ccs	0.226	[]	0.226	1.0	True
SREBF2--XRCC6	1	SREBF2	5702	chr22:41871035:+	XRCC6	37042	chr22:41650723:+	ONLY_REF_SPLICE	m64139_220127_180020/129173885/ccs	0.226	["CCLE_StarF2019","INTRACHROMOSOMAL[chr22:0.17Mb]"]	0.226	1.0	True
SRI--SEPHS1	1	SRI	8890	chr7:88208507:-	SEPHS1	17566	chr10:13345028:-	ONLY_REF_SPLICE	m64139_220127_180020/93456418/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr10]"]	0.226	1.0	True
SRPK2--SFMBT1	1	SRPK2	2897	chr7:105388648:-	SFMBT1	37394	chr3:52969258:-	ONLY_REF_SPLICE	m64139_220127_180020/70911114/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr3]"]	0.226	1.0	True
SRPRB--TOPBP1	1	SRPRB	4289	chr3:133807823:+	TOPBP1	24738	chr3:133649943:-	ONLY_REF_SPLICE	m64139_220127_180020/91881870/ccs	0.226	["INTRACHROMOSOMAL[chr3:0.12Mb]"]	0.226	1.0	True
SRSF1--DDX5	1	SRSF1	1403	chr17:58006944:-	DDX5	13786	chr17:64504842:-	ONLY_REF_SPLICE	m64139_220127_180020/104136966/ccs	0.226	["INTRACHROMOSOMAL[chr17:6.49Mb]"]	0.226	1.0	True
SRSF10--SEC31A	1	SRSF10	6710	chr1:23974974:-	SEC31A	24495	chr4:82880922:-	ONLY_REF_SPLICE	m64139_220127_180020/57868907/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr4]"]	0.226	1.0	True
SRSF2--CERT1	1	SRSF2	2180	chr17:76736154:-	CERT1	30893	chr5:75374191:-	ONLY_REF_SPLICE	m64139_220127_180020/132122207/ccs	0.226	[]	0.226	1.0	True
SRSF5--IFI44	1	SRSF5	5430	chr14:69769251:+	IFI44	11930	chr1:78650541:+	ONLY_REF_SPLICE	m64139_220127_180020/180422906/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr1]"]	0.226	1.0	True
SSBP1--ZGRF1	1	SSBP1	7414	chr7:141745584:+	ZGRF1	20760	chr4:112620190:-	ONLY_REF_SPLICE	m64139_220127_180020/19663629/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr4]"]	0.226	1.0	True
SNU13--STAT3	1	SNU13	6709	chr22:41680244:-	STAT3	20252	chr17:42339409:-	ONLY_REF_SPLICE	m64139_220127_180020/65733873/ccs	0.226	[]	0.226	1.0	True
SNRPD1--TOGARAM2	1	SNRPD1	1130	chr18:21612443:+	TOGARAM2	23776	chr2:29017792:+	ONLY_REF_SPLICE	m64139_220127_180020/121506296/ccs	0.226	[]	0.226	1.0	True
SNRNP200--ZNF706	1	SNRNP200	21165	chr2:96285180:-	ZNF706	38968	chr8:101201743:-	ONLY_REF_SPLICE	m64139_220127_180020/156699006/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr8]"]	0.226	1.0	True
SLC38A7--CDK10	1	SLC38A7	10766	chr16:58672096:-	CDK10	25336	chr16:89690553:+	ONLY_REF_SPLICE	m64139_220127_180020/81332265/ccs	0.226	["INTRACHROMOSOMAL[chr16:31.00Mb]"]	0.226	1.0	True
SKIL--CD53	1	SKIL	5088	chr3:170361429:+	CD53	28037	chr1:110899124:+	ONLY_REF_SPLICE	m64139_220127_180020/63375343/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr1]"]	0.226	1.0	True
SLAMF1--NUP62	1	SLAMF1	3979	chr1:160634613:-	NUP62	22179	chr19:49909884:-	ONLY_REF_SPLICE	m64139_220127_180020/144376676/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr19]"]	0.226	1.0	True
SLC12A2-DT--ENSG00000287265	1	SLC12A2-DT	2200	chr5:128081973:-	ENSG00000287265	31107	chr6:288657:-	ONLY_REF_SPLICE	m64139_220127_180020/120588846/ccs	0.226	[]	0.226	1.0	True
SLC16A1--OVCH1	1	SLC16A1	2559	chr1:112956035:-	OVCH1	33710	chr12:29465219:-	ONLY_REF_SPLICE	m64139_220127_180020/18744303/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr12]"]	0.226	1.0	True
SLC16A3--LZTS2	1	SLC16A3	9759	chr17:82236231:+	LZTS2	23612	chr10:101002497:+	ONLY_REF_SPLICE	m64139_220127_180020/49874035/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr10]"]	0.226	1.0	True
SLC16A7--CPNE8	1	SLC16A7	1208	chr12:59596236:+	CPNE8	38512	chr12:38848662:-	ONLY_REF_SPLICE	m64139_220127_180020/35850550/ccs	0.226	["INTRACHROMOSOMAL[chr12:20.69Mb]"]	0.226	1.0	True
SLC25A36--CHMP1A	1	SLC25A36	5624	chr3:140963227:+	CHMP1A	29778	chr16:89647331:-	ONLY_REF_SPLICE	m64139_220127_180020/10551893/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr16]"]	0.226	1.0	True
SLC25A46--RIOK2	1	SLC25A46	7616	chr5:110748263:+	RIOK2	27223	chr5:97168852:-	ONLY_REF_SPLICE	m64139_220127_180020/51445911/ccs	0.226	["INTRACHROMOSOMAL[chr5:13.55Mb]"]	0.226	1.0	True
SLC31A1--MFSD14CP	1	SLC31A1	1135	chr9:113221678:+	MFSD14CP	24032	chr9:96918826:-	ONLY_REF_SPLICE	m64139_220127_180020/118293652/ccs	0.226	[]	0.226	1.0	True
SLC35A3--FHIP2A	1	SLC35A3	12082	chr1:100015420:+	FHIP2A	36211	chr10:114842933:+	ONLY_REF_SPLICE	m64139_220127_180020/115345000/ccs	0.226	[]	0.226	1.0	True
SLC38A1--HP1BP3	1	SLC38A1	8735	chr12:46229153:-	HP1BP3	36758	chr1:20773610:-	ONLY_REF_SPLICE	m64139_220127_180020/177079243/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr1]"]	0.226	1.0	True
SLC38A10--NARF	1	SLC38A10	12104	chr17:81275969:-	NARF	28289	chr17:82459992:+	ONLY_REF_SPLICE	m64139_220127_180020/57411302/ccs	0.226	["INTRACHROMOSOMAL[chr17:1.16Mb]"]	0.226	1.0	True
SLC39A7--PDCL	1	SLC39A7	3802	chr6:33203106:+	PDCL	11613	chr9:122820819:-	ONLY_REF_SPLICE	m64139_220127_180020/128189025/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr9]"]	0.226	1.0	True
SNHG31--XRCC5	1	SNHG31	2369	chr2:214834105:+	XRCC5	32322	chr2:216190225:+	ONLY_REF_SPLICE	m64139_220127_180020/124585731/ccs	0.226	[]	0.226	1.0	True
SLC46A3--RNPC3	1	SLC46A3	7812	chr13:28701501:-	RNPC3	28935	chr1:103555034:+	ONLY_REF_SPLICE	m64139_220127_180020/119538369/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr1]"]	0.226	1.0	True
SLC4A8--SMURF2	1	SLC4A8	15410	chr12:51460108:+	SMURF2	60640	chr17:64583544:-	ONLY_REF_SPLICE	m64139_220127_180020/116525371/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr17]"]	0.226	1.0	True
SLC5A3--CEP128	1	SLC5A3	1168	chr21:34073745:+	CEP128	42944	chr14:80743267:-	ONLY_REF_SPLICE	m64139_220127_180020/123994209/ccs	0.226	[]	0.226	1.0	True
SMARCAD1--CKAP5	1	SMARCAD1	1974	chr4:94208584:+	CKAP5	33619	chr11:46821268:-	ONLY_REF_SPLICE	m64139_220127_180020/75761545/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr11]"]	0.226	1.0	True
SMC1A--ORC2	1	SMC1A	7363	chrX:53409062:-	ORC2	38870	chr2:200931448:-	ONLY_REF_SPLICE	m64139_220127_180020/5832808/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr2]"]	0.226	1.0	True
SMG1--MOCS2	1	SMG1	41502	chr16:18847816:-	MOCS2	73608	chr5:53107221:-	ONLY_REF_SPLICE	m64139_220127_180020/102367237/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr5]"]	0.226	1.0	True
SMG1--PRKCB	1	SMG1	1459	chr16:18925950:-	PRKCB	80878	chr16:24092791:+	ONLY_REF_SPLICE	m64139_220127_180020/69337911/ccs	0.226	["INTRACHROMOSOMAL[chr16:4.91Mb]"]	0.226	1.0	True
SMG1P6--WHAMMP1	1	SMG1P6	9884	chr16:29434262:-	WHAMMP1	22322	chr15:32528701:-	ONLY_REF_SPLICE	m64139_220127_180020/74646528/ccs	0.226	[]	0.226	1.0	True
SMG7--HNRNPC	1	SMG7	1434	chr1:183472649:+	HNRNPC	43149	chr14:21234229:-	ONLY_REF_SPLICE	m64139_220127_180020/176491087/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr14]"]	0.226	1.0	True
SMURF2P1--ZC3H7A	1	SMURF2P1	4146	chr17:30610942:+	ZC3H7A	24975	chr16:11762043:-	ONLY_REF_SPLICE	m64139_220127_180020/145818068/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr16]"]	0.226	1.0	True
SND1--CALU	1	SND1	15712	chr7:127721400:+	CALU	47449	chr7:128767456:+	ONLY_REF_SPLICE	m64139_220127_180020/152242505/ccs	0.226	["INTRACHROMOSOMAL[chr7:0.65Mb]"]	0.226	1.0	True
SNHG14--SNURF	1	SNHG14	4165	chr15:24982437:+	SNURF	221399	chr15:24962114:+	ONLY_REF_SPLICE	m64139_220127_180020/40241080/ccs	0.226	["INTRACHROMOSOMAL[chr15:0.00Mb]","LOCAL_REARRANGEMENT:+:[733]"]	0.226	1.0	True
STAG1--NUP107	1	STAG1	1209	chr3:136752195:-	NUP107	57452	chr12:68715627:+	ONLY_REF_SPLICE	m64139_220127_180020/121045418/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr12]"]	0.226	1.0	True
STAM2--CCT4	1	STAM2	1161	chr2:152175603:-	CCT4	25377	chr2:61880394:-	ONLY_REF_SPLICE	m64139_220127_180020/114231264/ccs	0.226	["INTRACHROMOSOMAL[chr2:90.23Mb]"]	0.226	1.0	True
TPTEP2--FLT1	1	TPTEP2	3662	chr22:38380370:-	FLT1	27968	chr13:28385031:-	ONLY_REF_SPLICE	m64139_220127_180020/14943251/ccs	0.226	[]	0.226	1.0	True
STAT1--RPL26	1	STAT1	9227	chr2:190999626:-	RPL26	42661	chr17:8382315:-	ONLY_REF_SPLICE	m64139_220127_180020/79825400/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr17]"]	0.226	1.0	True
TFPT--TNK2	1	TFPT	2216	chr19:54114442:-	TNK2	17962	chr3:195888606:-	ONLY_REF_SPLICE	m64139_220127_180020/137692441/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr3]"]	0.226	1.0	True
TGIF2--MTG1	1	TGIF2	1258	chr20:36573745:+	MTG1	13437	chr10:133395713:+	ONLY_REF_SPLICE	m64139_220127_180020/152570371/ccs	0.226	["INTERCHROMOSOMAL[chr20--chr10]"]	0.226	1.0	True
TGOLN2--IFRD1	1	TGOLN2	3828	chr2:85324915:-	IFRD1	20404	chr7:112455763:+	ONLY_REF_SPLICE	m64139_220127_180020/94242974/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr7]"]	0.226	1.0	True
THEMIS2--LZTS2	1	THEMIS2	1123	chr1:27872665:+	LZTS2	18157	chr10:101002497:+	ONLY_REF_SPLICE	m64139_220127_180020/135070201/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr10]"]	0.226	1.0	True
THOC2--SRPK2	1	THOC2	5383	chrX:123697681:-	SRPK2	65149	chr7:105118022:-	ONLY_REF_SPLICE	m64139_220127_180020/6489118/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr7]"]	0.226	1.0	True
TINF2--PALS1	1	TINF2	1989	chr14:24241675:-	PALS1	12839	chr14:67269701:+	ONLY_REF_SPLICE	m64139_220127_180020/41681885/ccs	0.226	[]	0.226	1.0	True
TLK1--INPP4A	1	TLK1	2781	chr2:171160290:-	INPP4A	39098	chr2:98518964:+	ONLY_REF_SPLICE	m64139_220127_180020/58196624/ccs	0.226	["INTRACHROMOSOMAL[chr2:72.40Mb]"]	0.226	1.0	True
TMC8--ARHGAP33	1	TMC8	8861	chr17:78139240:+	ARHGAP33	23802	chr19:35784172:+	ONLY_REF_SPLICE	m64139_220127_180020/80545212/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr19]"]	0.226	1.0	True
TMEM116--TXNL4A	1	TMEM116	1184	chr12:112013002:-	TXNL4A	30644	chr18:79977701:-	ONLY_REF_SPLICE	m64139_220127_180020/175309552/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr18]"]	0.226	1.0	True
TMEM123--CHORDC1	1	TMEM123	5490	chr11:102448812:-	CHORDC1	18372	chr11:90215230:-	ONLY_REF_SPLICE	m64139_220127_180020/172033069/ccs	0.226	["INTRACHROMOSOMAL[chr11:12.17Mb]"]	0.226	1.0	True
TMEM138--PNN	1	TMEM138	7035	chr11:61367998:+	PNN	17654	chr14:39177412:+	ONLY_REF_SPLICE	m64139_220127_180020/1704820/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr14]"]	0.226	1.0	True
TMEM154--LARP7	1	TMEM154	2582	chr4:152652538:-	LARP7	25101	chr4:112644668:+	ONLY_REF_SPLICE	m64139_220127_180020/139199540/ccs	0.226	["INTRACHROMOSOMAL[chr4:39.96Mb]"]	0.226	1.0	True
TMEM175--GAK	1	TMEM175	8123	chr4:953354:+	GAK	21330	chr4:904774:-	ONLY_REF_SPLICE	m64139_220127_180020/71893657/ccs	0.226	["INTRACHROMOSOMAL[chr4:0.00Mb]","LOCAL_INVERSION:+:-:[14]"]	0.226	1.0	True
TMEM219--SNRNP200	1	TMEM219	3644	chr16:29963589:+	SNRNP200	21593	chr2:96295658:-	ONLY_REF_SPLICE	m64139_220127_180020/167577380/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr2]"]	0.226	1.0	True
TMEM30A-DT--ZNF318	1	TMEM30A-DT	1318	chr6:75285309:+	ZNF318	22535	chr6:43356145:-	ONLY_REF_SPLICE	m64139_220127_180020/25561731/ccs	0.226	[]	0.226	1.0	True
TMEM87A--PLCXD1	1	TMEM87A	15082	chr15:42233213:-	PLCXD1	32463	chrY:284167:+	ONLY_REF_SPLICE	m64139_220127_180020/96602975/ccs	0.226	["INTERCHROMOSOMAL[chr15--chrY]"]	0.226	1.0	True
TMSB15B--SH3BGRL	1	TMSB15B	1397	chrX:103919292:+	SH3BGRL	15755	chrX:81276984:+	ONLY_REF_SPLICE	m64139_220127_180020/110102324/ccs	0.226	["INTRACHROMOSOMAL[chrX:22.77Mb]"]	0.226	1.0	True
TNPO3--LINC02363	1	TNPO3	1523	chr7:129054651:-	LINC02363	36189	chr4:184342053:-	ONLY_REF_SPLICE	m64139_220127_180020/167183615/ccs	0.226	[]	0.226	1.0	True
TNRC18--PTGR3	1	TNRC18	2518	chr7:5423441:-	PTGR3	45014	chr18:75202340:-	ONLY_REF_SPLICE	m64139_220127_180020/145622618/ccs	0.226	[]	0.226	1.0	True
TNRC6A--ENSG00000291073	1	TNRC6A	4052	chr16:24730300:+	ENSG00000291073	41880	chr16:21484535:-	ONLY_REF_SPLICE	m64139_220127_180020/145753557/ccs	0.226	[]	0.226	1.0	True
TNRC6A--SMG1P3	1	TNRC6A	4052	chr16:24730300:+	SMG1P3	38789	chr16:21484535:-	ONLY_REF_SPLICE	m64139_220127_180020/145753557/ccs	0.226	["INTRACHROMOSOMAL[chr16:3.21Mb]"]	0.226	1.0	True
TNRC6B--DDX17	1	TNRC6B	6221	chr22:40178140:+	DDX17	50731	chr22:38501280:-	ONLY_REF_SPLICE	m64139_220127_180020/99224138/ccs	0.226	["INTRACHROMOSOMAL[chr22:1.54Mb]"]	0.226	1.0	True
TOPBP1--ZNF148	1	TOPBP1	5738	chr3:133656676:-	ZNF148	41454	chr3:125313656:-	ONLY_REF_SPLICE	m64139_220127_180020/170525326/ccs	0.226	["INTRACHROMOSOMAL[chr3:8.22Mb]"]	0.226	1.0	True
TPD52--CLVS1	1	TPD52	19663	chr8:80042620:-	CLVS1	28228	chr8:61131770:+	ONLY_REF_SPLICE	m64139_220127_180020/163840026/ccs	0.226	["INTRACHROMOSOMAL[chr8:18.53Mb]"]	0.226	1.0	True
TPM4--TLE5	1	TPM4	20271	chr19:16101409:+	TLE5	26715	chr19:3061257:-	ONLY_REF_SPLICE	m64139_220127_180020/74253635/ccs	0.226	[]	0.226	1.0	True
TPM4--ZNF276	1	TPM4	3961	chr19:16076697:+	ZNF276	26996	chr16:89722531:+	ONLY_REF_SPLICE	m64139_220127_180020/163841561/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr16]"]	0.226	1.0	True
TPTE2--NDUFS4	1	TPTE2	8488	chr13:19492850:-	NDUFS4	34196	chr5:53646233:+	ONLY_REF_SPLICE	m64139_220127_180020/23070803/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr5]"]	0.226	1.0	True
TDRD3--HDAC2	1	TDRD3	1949	chr13:60397405:+	HDAC2	34511	chr6:113960018:-	ONLY_REF_SPLICE	m64139_220127_180020/127599892/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr6]"]	0.226	1.0	True
TCAIM--EWSR1	1	TCAIM	9598	chr3:44361518:+	EWSR1	39299	chr22:29292137:+	ONLY_REF_SPLICE	m64139_220127_180020/34210740/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr22]"]	0.226	1.0	True
TBL1XR1--SET	1	TBL1XR1	3574	chr3:177197121:-	SET	49242	chr9:128691170:+	ONLY_REF_SPLICE	m64139_220127_180020/132383969/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr9]"]	0.226	1.0	True
STX18-AS1--RBBP6	1	STX18-AS1	17861	chr4:4649542:+	RBBP6	57981	chr16:24570876:+	ONLY_REF_SPLICE	m64139_220127_180020/146016916/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr16]"]	0.226	1.0	True
STAT3--OGA	1	STAT3	16741	chr17:42326116:-	OGA	32857	chr10:101813606:-	ONLY_REF_SPLICE	m64139_220127_180020/125633328/ccs	0.226	[]	0.226	1.0	True
STAU1--CIR1	1	STAU1	1252	chr20:49188116:-	CIR1	30399	chr2:174351725:-	ONLY_REF_SPLICE	m64139_220127_180020/42861616/ccs	0.226	["INTERCHROMOSOMAL[chr20--chr2]"]	0.226	1.0	True
STAU2--RFT1	1	STAU2	9825	chr8:73673107:-	RFT1	43386	chr3:53105803:-	ONLY_REF_SPLICE	m64139_220127_180020/137365531/ccs	0.226	["INTERCHROMOSOMAL[chr8--chr3]"]	0.226	1.0	True
STK10--NPM1	1	STK10	9883	chr5:172105656:-	NPM1	39580	chr5:171400153:+	ONLY_REF_SPLICE	m64139_220127_180020/94242327/ccs	0.226	["INTRACHROMOSOMAL[chr5:0.63Mb]"]	0.226	1.0	True
STK10--SMARCC1	1	STK10	9883	chr5:172105656:-	SMARCC1	47949	chr3:47686170:-	ONLY_REF_SPLICE	m64139_220127_180020/132055867/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr3]"]	0.226	1.0	True
STK25--PCNT	1	STK25	2725	chr2:241508006:-	PCNT	63360	chr21:46435904:+	ONLY_REF_SPLICE	m64139_220127_180020/168886925/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr21]"]	0.226	1.0	True
STK3--VPS13B	1	STK3	29836	chr8:98526742:-	VPS13B	96243	chr8:99661354:+	ONLY_REF_SPLICE	m64139_220127_180020/4261265/ccs	0.226	["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr8:0.07Mb]","LOCAL_INVERSION:-:+:[70439]"]	0.226	1.0	True
STK3--VPS13B	1	STK3	29836	chr8:98526742:-	VPS13B	71877	chr8:99384208:+	ONLY_REF_SPLICE	m64139_220127_180020/85986002/ccs	0.226	["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr8:0.07Mb]","LOCAL_INVERSION:-:+:[70439]"]	0.226	1.0	True
STK33--PRMT3	1	STK33	20406	chr11:8452822:-	PRMT3	43936	chr11:20452130:+	ONLY_REF_SPLICE	m64139_220127_180020/90113204/ccs	0.226	["INTRACHROMOSOMAL[chr11:11.79Mb]"]	0.226	1.0	True
STK4--SLTM	1	STK4	1110	chr20:44966603:+	SLTM	40363	chr15:58916999:-	ONLY_REF_SPLICE	m64139_220127_180020/98961291/ccs	0.226	["INTERCHROMOSOMAL[chr20--chr15]"]	0.226	1.0	True
STRADA--LUC7L3	1	STRADA	16213	chr17:63710491:-	LUC7L3	32487	chr17:50736960:+	ONLY_REF_SPLICE	m64139_220127_180020/52822685/ccs	0.226	["INTRACHROMOSOMAL[chr17:12.95Mb]"]	0.226	1.0	True
STX16--LAPTM5	1	STX16	8836	chr20:58673711:+	LAPTM5	18605	chr1:30742549:-	ONLY_REF_SPLICE	m64139_220127_180020/157025694/ccs	0.226	["INTERCHROMOSOMAL[chr20--chr1]"]	0.226	1.0	True
SUGT1--P4HA1	1	SUGT1	4113	chr13:52659249:+	P4HA1	37984	chr10:73047101:-	ONLY_REF_SPLICE	m64139_220127_180020/123601977/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr10]"]	0.226	1.0	True
TBC1D2B--MYO9A	1	TBC1D2B	5100	chr15:78044900:-	MYO9A	82732	chr15:71830311:-	ONLY_REF_SPLICE	m64139_220127_180020/23068899/ccs	0.226	["INTRACHROMOSOMAL[chr15:5.87Mb]"]	0.226	1.0	True
SUN1--C7orf50	1	SUN1	22542	chr7:866067:+	C7orf50	48995	chr7:1010143:-	ONLY_REF_SPLICE	m64139_220127_180020/88475474/ccs	0.226	["INTRACHROMOSOMAL[chr7:0.10Mb]"]	0.226	1.0	True
SUOX--ZCCHC17	1	SUOX	1544	chr12:55997723:+	ZCCHC17	14489	chr1:31318167:+	ONLY_REF_SPLICE	m64139_220127_180020/69796338/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr1]"]	0.226	1.0	True
SUSD1--MATR3	1	SUSD1	17026	chr9:112078538:-	MATR3	40829	chr5:139321898:+	ONLY_REF_SPLICE	m64139_220127_180020/44435400/ccs	0.226	["INTERCHROMOSOMAL[chr9--chr5]"]	0.226	1.0	True
SWAP70--MAP3K8	1	SWAP70	11885	chr11:9732710:+	MAP3K8	27926	chr10:30438916:+	ONLY_REF_SPLICE	m64139_220127_180020/122160326/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr10]"]	0.226	1.0	True
SWAP70--WDR11	1	SWAP70	2343	chr11:9694286:+	WDR11	26092	chr10:120852524:+	ONLY_REF_SPLICE	m64139_220127_180020/97190511/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr10]"]	0.226	1.0	True
TAF12--SPTBN1	1	TAF12	10483	chr1:28605372:-	SPTBN1	64359	chr2:54664453:+	ONLY_REF_SPLICE	m64139_220127_180020/179701718/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr2]"]	0.226	1.0	True
TAF1D--PHF14	1	TAF1D	6726	chr11:93737064:-	PHF14	45772	chr7:11111350:+	ONLY_REF_SPLICE	m64139_220127_180020/131466166/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr7]"]	0.226	1.0	True
TAF8--STK3	1	TAF8	10724	chr6:42068607:+	STK3	51510	chr8:98548161:-	ONLY_REF_SPLICE	m64139_220127_180020/88802568/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr8]"]	0.226	1.0	True
TAOK3--FOXN3	1	TAOK3	2460	chr12:118359521:-	FOXN3	60321	chr14:89180806:-	ONLY_REF_SPLICE	m64139_220127_180020/15401971/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr14]"]	0.226	1.0	True
TARS1--GTF2IP1	1	TARS1	16984	chr5:33463825:+	GTF2IP1	41651	chr7:75189256:-	ONLY_REF_SPLICE	m64139_220127_180020/150471467/ccs	0.226	[]	0.226	1.0	True
TASOR2--RABGAP1L	1	TASOR2	1445	chr10:5685175:+	RABGAP1L	38467	chr1:174219125:+	ONLY_REF_SPLICE	m64139_220127_180020/55314915/ccs	0.226	[]	0.226	1.0	True
TBC1D22A--CLIP2	1	TBC1D22A	18905	chr22:47037198:+	CLIP2	41420	chr7:74386521:+	ONLY_REF_SPLICE	m64139_220127_180020/18481372/ccs	0.226	["INTERCHROMOSOMAL[chr22--chr7]"]	0.226	1.0	True
MTIF3--VPS13B	1	MTIF3	2809	chr13:27445088:-	VPS13B	14405	chr8:99096312:+	ONLY_REF_SPLICE	m64139_220127_180020/66191783/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr8]"]	0.226	1.0	True
HCCS-DT--MID1	1	HCCS-DT	2428	chrX:11106901:-	MID1	27929	chrX:10567603:-	ONLY_REF_SPLICE	m64139_220127_180020/133695963/ccs	0.226	[]	0.226	1.0	True
MTHFD1--ANKRD36C	1	MTHFD1	23628	chr14:64440266:+	ANKRD36C	45725	chr2:95987206:-	ONLY_REF_SPLICE	m64139_220127_180020/44827515/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr2]"]	0.226	1.0	True
CYTH1--IRAG2	1	CYTH1	13343	chr17:78698820:-	IRAG2	58518	chr12:25102198:+	ONLY_REF_SPLICE	m64139_220127_180020/75827640/ccs	0.226	[]	0.226	1.0	True
COX11--EBLN3P	1	COX11	3705	chr17:54963306:-	EBLN3P	22082	chr9:37086668:+	ONLY_REF_SPLICE	m64139_220127_180020/162070663/ccs	0.226	[]	0.226	1.0	True
CPLANE1--HMGCS1	1	CPLANE1	15547	chr5:37221324:-	HMGCS1	68800	chr5:43297166:-	ONLY_REF_SPLICE	m64139_220127_180020/130221313/ccs	0.226	[]	0.226	1.0	True
CPSF6--ATG12	1	CPSF6	11550	chr12:69262562:+	ATG12	24469	chr5:115837764:-	ONLY_REF_SPLICE	m64139_220127_180020/150210817/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr5]"]	0.226	1.0	True
CPSF6--CMC4	1	CPSF6	11550	chr12:69262562:+	CMC4	23176	chrX:155064033:-	ONLY_REF_SPLICE	m64139_220127_180020/142607859/ccs	0.226	["INTERCHROMOSOMAL[chr12--chrX]"]	0.226	1.0	True
